Asset_Number,Lag,ACF_Value
600078,11,-0.0618
600078,12,0.0171
600078,13,-0.0033
600078,14,0.0275
600078,15,-0.0277
600078,16,-0.0156
600078,17,0.0093
600078,18,0.0193
600078,19,-0.0057
600078,20,0.0109
600079,0,1.0
600079,1,-0.0209
600079,2,-0.1571
600079,3,-0.0777
600079,4,-0.0522
600079,5,-0.0607
600079,6,-0.0564
600079,7,-0.0173
600079,8,-0.0163
600079,9,-0.0071
600079,10,-0.0334
600079,11,-0.0024
600079,12,0.0119
600079,13,0.0031
600079,14,0.0252
600079,15,-0.0196
600079,16,-0.0319
600079,17,-0.0194
600079,18,-0.0579
600079,19,-0.0042
600079,20,0.0535
600080,0,1.0
600080,1,-0.0183
600080,2,-0.1465
600080,3,-0.092
600080,4,-0.0609
600080,5,-0.0241
600080,6,-0.022
600080,7,-0.0248
600080,8,-0.0569
600080,9,-0.0477
600080,10,-0.0393
600080,11,0.0066
600080,12,0.0167
600080,13,0.0169
600080,14,-0.0238
600080,15,-0.0151
600080,16,0.022
600080,17,0.0538
600080,18,-0.0324
600080,19,0.0108
600080,20,0.0211
600081,0,1.0
600081,1,-0.0227
600081,2,-0.1619
600081,3,-0.0859
600081,4,-0.0817
600081,5,-0.0765
600081,6,0.0285
600081,7,-0.0531
600081,8,-0.0297
600081,9,-0.0111
600081,10,-0.0224
600081,11,0.0181
600081,12,0.0244
600081,13,-0.001
600081,14,0.0143
600081,15,-0.0587
600081,16,-0.0298
600081,17,0.0169
600081,18,0.0237
600081,19,-0.0096
600081,20,0.0491
600082,0,1.0
600082,1,-0.0157
600082,2,-0.1261
600082,3,-0.0825
600082,4,-0.0658
600082,5,-0.0714
600082,6,-0.0452
600082,7,0.0177
600082,8,0.026
600082,9,-0.026
600082,10,0.0284
600082,11,-0.0205
600082,12,-0.0448
600082,13,-0.0277
600082,14,-0.0366
600082,15,-0.0149
600082,16,-0.0117
600082,17,0.0227
600082,18,-0.0673
600082,19,-0.0303
600082,20,0.0525
600083,0,1.0
600083,1,-0.023
600083,2,-0.1554
600083,3,-0.0855
600083,4,-0.0828
600083,5,-0.0385
600083,6,-0.0603
600083,7,0.0272
600083,8,-0.0024
600083,9,-0.0394
600083,10,-0.0598
600083,11,0.0411
600083,12,-0.0609
600083,13,-0.0172
600083,14,0.0222
600083,15,-0.0187
600083,16,0.0443
600083,17,0.015
600083,18,0.0236
600083,19,-0.0103
600083,20,-0.0275
600084,0,1.0
600084,1,-0.0194
600084,2,-0.1313
600084,3,-0.0863
600084,4,-0.0942
600084,5,-0.0908
600084,6,-0.0742
600084,7,-0.0134
600084,8,-0.0057
600084,9,-0.0223
600084,10,0.0017
600084,11,0.0678
600084,12,-0.0327
600084,13,0.0163
600084,14,-0.0113
600084,15,-0.0555
600084,16,0.0276
600084,17,0.0497
600084,18,-0.0391
600084,19,-0.0315
600084,20,0.0253
600085,0,1.0
600085,1,-0.019
600085,2,-0.1401
600085,3,-0.1207
600085,4,-0.0764
600085,5,-0.0137
600085,6,-0.037
600085,7,-0.0251
600085,8,-0.0283
600085,9,-0.0332
600085,10,-0.0534
600085,11,0.0428
600085,12,-0.0197
600085,13,-0.0043
600085,14,0.0414
600085,15,0.0147
600085,16,-0.0262
600085,17,0.011
600085,18,-0.0299
600085,19,0.0188
600085,20,-0.0156
600086,0,1.0
600086,1,-0.0158
600086,2,-0.1246
600086,3,-0.1036
600086,4,-0.0557
600086,5,-0.0539
600086,6,-0.053
600086,7,-0.0494
600086,8,-0.008
600086,9,-0.03
600086,10,0.0333
600086,11,0.0355
600086,12,-0.0277
600086,13,0.0163
600086,14,-0.0203
600086,15,-0.036
600086,16,-0.0032
600086,17,0.0326
600086,18,0.0255
600086,19,-0.0353
600086,20,-0.0283
600087,0,1.0
600087,1,-0.0178
600087,2,-0.1404
600087,3,-0.0907
600087,4,-0.0639
600087,5,-0.0692
600087,6,-0.0453
600087,7,-0.0617
600087,8,0.0181
600087,9,-0.0059
600087,10,-0.0184
600087,11,0.0053
600087,12,-0.0027
600087,13,-0.0294
600087,14,0.0146
600087,15,-0.0256
600087,16,0.059
600087,17,0.0013
600087,18,-0.0293
600087,19,0.0385
600087,20,-0.004
600088,0,1.0
600088,1,-0.029
600088,2,-0.1946
600088,3,-0.1214
600088,4,-0.0964
600088,5,-0.0403
600088,6,-0.0349
600088,7,0.0066
600088,8,0.0356
600088,9,-0.0462
600088,10,0.0114
600088,11,0.0511
600088,12,-0.0297
600088,13,-0.0402
600088,14,0.0198
600088,15,0.0025
600088,16,0.0344
600088,17,0.0018
600088,18,-0.0084
600088,19,-0.0407
600088,20,0.003
600089,0,1.0
600089,1,-0.0162
600089,2,-0.1276
600089,3,-0.1081
600089,4,-0.0595
600089,5,-0.0282
600089,6,-0.0722
600089,7,-0.0205
600089,8,0.0163
600089,9,-0.0168
600089,10,0.0258
600089,11,-0.0289
600089,12,-0.0475
600089,13,-0.0371
600089,14,-0.0253
600089,15,0.0252
600089,16,0.0337
600089,17,0.004
600089,18,0.0183
600089,19,0.0384
600089,20,0.0097
600090,0,1.0
600090,1,-0.0188
600090,2,-0.1559
600090,3,-0.097
600090,4,-0.0576
600090,5,-0.014
600090,6,-0.0582
600090,7,-0.0283
600090,8,0.0219
600090,9,-0.0148
600090,10,-0.0055
600090,11,-0.0171
600090,12,0.033
600090,13,0.0039
600090,14,0.0103
600090,15,-0.0085
600090,16,0.0034
600090,17,-0.0195
600090,18,-0.0499
600090,19,-0.0372
600090,20,0.0224
600091,0,1.0
600091,1,-0.0152
600091,2,-0.1187
600091,3,-0.0949
600091,4,-0.0672
600091,5,-0.0694
600091,6,-0.0689
600091,7,-0.0378
600091,8,-0.0076
600091,9,-0.0095
600091,10,-0.0398
600091,11,0.0792
600091,12,-0.0219
600091,13,-0.0067
600091,14,-0.0454
600091,15,0.0025
600091,16,-0.032
600091,17,0.0255
600091,18,-0.0022
600091,19,-0.0206
600091,20,0.0111
600092,0,1.0
600092,1,-0.0234
600092,2,-0.1662
600092,3,-0.1131
600092,4,-0.0894
600092,5,-0.0291
600092,6,-0.0596
600092,7,-0.0004
600092,8,0.018
600092,9,0.0252
600092,10,0.0194
600092,11,0.0133
600092,12,-0.0182
600092,13,-0.0079
600092,14,-0.0097
600092,15,-0.0206
600092,16,-0.0298
600092,17,-0.0101
600092,18,-0.0084
600092,19,0.0156
600092,20,-0.0215
600093,0,1.0
600093,1,-0.0158
600093,2,-0.1348
600093,3,-0.0894
600093,4,-0.0729
600093,5,-0.0088
600093,6,-0.0263
600093,7,-0.0093
600093,8,-0.0118
600093,9,-0.0696
600093,10,-0.069
600093,11,0.0101
600093,12,0.006
600093,13,0.0302
600093,14,-0.0159
600093,15,-0.0093
600093,16,-0.0154
600093,17,-0.0265
600093,18,0.0245
600093,19,-0.0041
600093,20,-0.0052
600094,0,1.0
600094,1,-0.0218
600094,2,-0.1594
600094,3,-0.1006
600094,4,-0.0507
600094,5,-0.0374
600094,6,-0.0715
600094,7,-0.0478
600094,8,-0.0536
600094,9,0.0249
600094,10,0.0622
600094,11,-0.0013
600094,12,-0.009
600094,13,-0.017
600094,14,0.0319
600094,15,-0.0321
600094,16,0.0308
600094,17,-0.0349
600094,18,-0.0262
600094,19,-0.003
600094,20,-0.0176
600095,0,1.0
600095,1,-0.0113
600095,2,-0.1008
600095,3,-0.1073
600095,4,-0.1043
600095,5,-0.0341
600095,6,-0.0048
600095,7,-0.0124
600095,8,-0.0451
600095,9,-0.0807
600095,10,-0.0195
600095,11,0.037
600095,12,-0.0129
600095,13,-0.0055
600095,14,-0.0177
600095,15,0.0177
600095,16,0.0029
600095,17,-0.0151
600095,18,0.0719
600095,19,-0.0109
600095,20,-0.0167
600096,0,1.0
600096,1,-0.0203
600096,2,-0.1482
600096,3,-0.1215
600096,4,-0.0585
600096,5,-0.0633
600096,6,-0.0247
600096,7,-0.0026
600096,8,-0.0089
600096,9,-0.0254
600096,10,-0.0099
600096,11,0.0233
600096,12,-0.0335
600096,13,0.0259
600096,14,0.0206
600096,15,0.0236
600096,16,-0.0214
600096,17,-0.0226
600096,18,-0.03
600096,19,0.0089
600096,20,0.0001
600097,0,1.0
600097,1,-0.0181
600097,2,-0.1337
600097,3,-0.1145
600097,4,-0.0754
600097,5,-0.0489
600097,6,-0.0302
600097,7,-0.018
600097,8,-0.0612
600097,9,-0.0553
600097,10,0.0506
600097,11,0.0008
600097,12,-0.0141
600097,13,-0.0252
600097,14,0.0099
600097,15,-0.0097
600097,16,0.0285
600097,17,0.0216
600097,18,-0.0103
600097,19,-0.003
600097,20,0.0114
600098,0,1.0
600098,1,-0.0163
600098,2,-0.1208
600098,3,-0.1077
600098,4,-0.0633
600098,5,-0.0396
600098,6,-0.0314
600098,7,-0.0686
600098,8,-0.0393
600098,9,-0.0143
600098,10,0.0072
600098,11,-0.0125
600098,12,0.0744
600098,13,0.0073
600098,14,-0.0399
600098,15,0.0375
600098,16,-0.01
600098,17,-0.0548
600098,18,0.0056
600098,19,-0.0171
600098,20,0.0051
600099,0,1.0
600099,1,-0.0192
600099,2,-0.1448
600099,3,-0.0999
600099,4,-0.0467
600099,5,-0.0372
600099,6,-0.0736
600099,7,-0.0096
600099,8,-0.0362
600099,9,0.0061
600099,10,-0.0354
600099,11,-0.0116
600099,12,0.0484
600099,13,-0.0215
600099,14,-0.0231
600099,15,-0.0437
600099,16,0.0319
600099,17,0.0317
600099,18,0.0093
600099,19,-0.0089
600099,20,-0.0275
600100,0,1.0
600100,1,-0.0191
600100,2,-0.1444
600100,3,-0.1082
600100,4,-0.0572
600100,5,-0.0627
600100,6,-0.0639
600100,7,-0.0303
600100,8,-0.0146
600100,9,-0.0066
600100,10,0.0526
600100,11,0.0052
600100,12,-0.0016
600100,13,-0.0267
600100,14,0.0078
600100,15,-0.0274
600100,16,-0.0023
600100,17,0.0593
600100,18,-0.0259
600100,19,-0.0418
600100,20,0.0185
600101,0,1.0
600101,1,-0.0224
600101,2,-0.164
600101,3,-0.1405
600101,4,-0.0416
600101,5,-0.0468
600101,6,-0.0216
600101,7,-0.006
600101,8,-0.0384
600101,9,0.0151
600101,10,-0.0083
600101,11,-0.0327
600101,12,-0.0001
600101,13,0.0084
600101,14,0.0469
600101,15,-0.0072
600101,16,-0.0272
600101,17,0.0103
600101,18,0.0082
600101,19,-0.0275
600101,20,-0.0447
600102,0,1.0
600102,1,-0.0228
600102,2,-0.1585
600102,3,-0.1049
600102,4,-0.0843
600102,5,-0.0547
600102,6,-0.017
600102,7,-0.0586
600102,8,-0.0403
600102,9,0.0198
600102,10,0.0065
600102,11,0.0407
600102,12,0.0069
600102,13,0.0006
600102,14,-0.0305
600102,15,-0.0597
600102,16,-0.0291
600102,17,0.0176
600102,18,0.1184
600102,19,0.0594
600102,20,-0.0211
600103,0,1.0
600103,1,-0.0225
600103,2,-0.1548
600103,3,-0.0936
600103,4,-0.0851
600103,5,-0.0525
600103,6,-0.0396
600103,7,-0.0135
600103,8,0.0058
600103,9,-0.028
600103,10,-0.0188
600103,11,-0.0219
600103,12,-0.0422
600103,13,0.0882
600103,14,0.0221
600103,15,-0.0017
600103,16,-0.0105
600103,17,-0.0017
600103,18,-0.0136
600103,19,0.0114
600103,20,-0.0377
600104,0,1.0
600104,1,-0.0218
600104,2,-0.1545
600104,3,-0.1186
600104,4,-0.0789
600104,5,-0.0515
600104,6,-0.0095
600104,7,0.0455
600104,8,0.0072
600104,9,-0.0387
600104,10,-0.0448
600104,11,-0.0138
600104,12,0.0132
600104,13,-0.0003
600104,14,-0.0256
600104,15,0.0019
600104,16,0.0156
600104,17,0.0131
600104,18,0.0042
600104,19,0.0063
600104,20,0.0033
600105,0,1.0
600105,1,-0.0179
600105,2,-0.1398
600105,3,-0.1159
600105,4,-0.067
600105,5,-0.0479
600105,6,-0.0606
600105,7,-0.0515
600105,8,0.0266
600105,9,0.0072
600105,10,-0.0417
600105,11,-0.0378
600105,12,0.0244
600105,13,-0.0006
600105,14,0.0066
600105,15,0.0128
600105,16,0.0222
600105,17,0.0309
600105,18,0.0176
600105,19,-0.0321
600105,20,0.008
600106,0,1.0
600106,1,-0.0266
600106,2,-0.177
600106,3,-0.1149
600106,4,-0.0605
600106,5,-0.0652
600106,6,-0.0597
600106,7,0.0136
600106,8,0.0619
600106,9,-0.0095
600106,10,-0.059
600106,11,0.0096
600106,12,-0.006
600106,13,-0.0273
600106,14,-0.0032
600106,15,0.0554
600106,16,-0.0069
600106,17,-0.041
600106,18,0.0013
600106,19,-0.0103
600106,20,0.0399
600107,0,1.0
600107,1,-0.0154
600107,2,-0.1256
600107,3,-0.0933
600107,4,-0.0749
600107,5,-0.0537
600107,6,-0.0567
600107,7,-0.0314
600107,8,-0.0287
600107,9,0.0247
600107,10,0.0097
600107,11,-0.0683
600107,12,0.0152
600107,13,0.0273
600107,14,-0.0261
600107,15,0.0429
600107,16,-0.0707
600107,17,-0.0216
600107,18,-0.0196
600107,19,0.0236
600107,20,0.0656
600108,0,1.0
600108,1,-0.0162
600108,2,-0.1247
600108,3,-0.0709
600108,4,-0.0714
600108,5,-0.0503
600108,6,-0.0566
600108,7,-0.013
600108,8,-0.0407
600108,9,-0.039
600108,10,-0.0479
600108,11,0.0159
600108,12,0.0251
600108,13,-0.0252
600108,14,0.0213
600108,15,0.0186
600108,16,-0.0116
600108,17,0.0283
600108,18,0.0144
600108,19,-0.0161
600108,20,-0.0205
600109,0,1.0
600109,1,-0.0198
600109,2,-0.1489
600109,3,-0.1007
600109,4,-0.0842
600109,5,-0.0322
600109,6,-0.0432
600109,7,-0.0299
600109,8,0.0038
600109,9,-0.007
600109,10,-0.0608
600109,11,-0.0003
600109,12,0.0295
600109,13,0.0118
600109,14,-0.0342
600109,15,-0.0197
600109,16,0.0364
600109,17,-0.0123
600109,18,0.0259
600109,19,0.0012
600109,20,-0.0257
600110,0,1.0
600110,1,-0.0181
600110,2,-0.1451
600110,3,-0.0956
600110,4,-0.0582
600110,5,-0.0412
600110,6,-0.0634
600110,7,-0.0284
600110,8,-0.0483
600110,9,-0.0218
600110,10,0.022
600110,11,0.0493
600110,12,-0.059
600110,13,0.0601
600110,14,0.0172
600110,15,-0.0379
600110,16,-0.0047
600110,17,-0.0023
600110,18,0.0294
600110,19,-0.0052
600110,20,-0.0335
600111,0,1.0
600111,1,-0.0237
600111,2,-0.16
600111,3,-0.0896
600111,4,-0.0419
600111,5,-0.0794
600111,6,-0.0414
600111,7,-0.0041
600111,8,0.009
600111,9,-0.0399
600111,10,-0.0277
600111,11,-0.057
600111,12,-0.0245
600111,13,0.084
600111,14,0.0046
600111,15,-0.0147
600111,16,0.0146
600111,17,0.0308
600111,18,-0.0109
600111,19,0.0211
600111,20,-0.0405
600112,0,1.0
600112,1,-0.0219
600112,2,-0.1476
600112,3,-0.0679
600112,4,-0.0886
600112,5,-0.0247
600112,6,-0.0268
600112,7,0.0064
600112,8,-0.0454
600112,9,-0.0336
600112,10,-0.0013
600112,11,0.007
600112,12,-0.0463
600112,13,0.0145
600112,14,-0.023
600112,15,-0.0079
600112,16,0.0253
600112,17,0.0299
600112,18,-0.0386
600112,19,0.0117
600112,20,0.0106
600113,0,1.0
600113,1,-0.0152
600113,2,-0.1278
600113,3,-0.1145
600113,4,-0.0645
600113,5,-0.0671
600113,6,-0.0518
600113,7,-0.0261
600113,8,-0.0054
600113,9,0.0189
600113,10,-0.0289
600113,11,-0.0296
600113,12,0.0557
600113,13,-0.0389
600113,14,0.0082
600113,15,-0.0436
600113,16,-0.0109
600113,17,0.0285
600113,18,-0.0062
600113,19,0.0044
600113,20,-0.0104
600114,0,1.0
600114,1,-0.0209
600114,2,-0.1389
600114,3,-0.0814
600114,4,-0.0847
600114,5,-0.0496
600114,6,-0.0534
600114,7,-0.0207
600114,8,0.0136
600114,9,-0.0013
600114,10,-0.0218
600114,11,-0.0044
600114,12,-0.0124
600114,13,0.025
600114,14,-0.0488
600114,15,-0.0134
600114,16,-0.0404
600114,17,-0.0043
600114,18,0.0477
600114,19,0.0248
600114,20,0.0097
600115,0,1.0
600115,1,-0.0242
600115,2,-0.1619
600115,3,-0.0752
600115,4,-0.0537
600115,5,-0.042
600115,6,-0.0245
600115,7,-0.0329
600115,8,-0.0208
600115,9,-0.0176
600115,10,-0.016
600115,11,-0.0098
600115,12,-0.0057
600115,13,0.0028
600115,14,0.0053
600115,15,-0.0089
600115,16,0.0162
600115,17,-0.0458
600115,18,-0.0141
600115,19,0.0467
600115,20,0.0073
600116,0,1.0
600116,1,-0.0148
600116,2,-0.1207
600116,3,-0.1094
600116,4,-0.0924
600116,5,-0.0774
600116,6,0.0156
600116,7,-0.0214
600116,8,-0.0734
600116,9,-0.0442
600116,10,-0.0329
600116,11,-0.0198
600116,12,0.0481
600116,13,0.0594
600116,14,0.0381
600116,15,0.0142
600116,16,-0.0171
600116,17,-0.0645
600116,18,-0.0397
600116,19,0.028
600116,20,-0.0242
600117,0,1.0
600117,1,-0.0203
600117,2,-0.1413
600117,3,-0.091
600117,4,-0.0265
600117,5,-0.0772
600117,6,-0.0802
600117,7,-0.0568
600117,8,-0.0288
600117,9,0.0125
600117,10,0.0048
600117,11,-0.0155
600117,12,0.0068
600117,13,0.0168
600117,14,0.02
600117,15,-0.0201
600117,16,-0.007
600117,17,0.009
600117,18,0.018
600117,19,-0.033
600117,20,-0.0016
600118,0,1.0
600118,1,-0.0225
600118,2,-0.1626
600118,3,-0.1389
600118,4,-0.0729
600118,5,-0.0516
600118,6,0.0485
600118,7,0.0181
600118,8,-0.0818
600118,9,-0.0489
600118,10,0.0207
600118,11,0.0156
600118,12,-0.0439
600118,13,-0.058
600118,14,0.0135
600118,15,0.0546
600118,16,-0.0195
600118,17,-0.0081
600118,18,0.0819
600118,19,0.017
600118,20,0.0238
600119,0,1.0
600119,1,-0.0182
600119,2,-0.1347
600119,3,-0.1021
600119,4,-0.051
600119,5,-0.0676
600119,6,-0.0776
600119,7,-0.0445
600119,8,-0.0031
600119,9,0.0141
600119,10,-0.0277
600119,11,-0.0226
600119,12,-0.0123
600119,13,0.0331
600119,14,-0.0107
600119,15,-0.0075
600119,16,0.0941
600119,17,0.0359
600119,18,-0.0315
600119,19,-0.0032
600119,20,-0.0097
600120,0,1.0
600120,1,-0.0191
600120,2,-0.1347
600120,3,-0.0942
600120,4,-0.09
600120,5,-0.0367
600120,6,-0.0084
600120,7,-0.0591
600120,8,-0.0475
600120,9,0.0272
600120,10,0.0204
600120,11,-0.0252
600120,12,-0.0297
600120,13,0.0359
600120,14,-0.0435
600120,15,-0.0093
600120,16,0.0112
600120,17,-0.0388
600120,18,0.0111
600120,19,0.0064
600120,20,0.0078
600121,0,1.0
600121,1,-0.0183
600121,2,-0.1327
600121,3,-0.1071
600121,4,-0.1065
600121,5,-0.0569
600121,6,-0.0197
600121,7,-0.0478
600121,8,-0.0221
600121,9,-0.001
600121,10,-0.0691
600121,11,0.0193
600121,12,0.0536
600121,13,0.0737
600121,14,-0.0037
600121,15,-0.0446
600121,16,-0.0137
600121,17,0.0057
600121,18,-0.0054
600121,19,-0.0193
600121,20,-0.0013
600122,0,1.0
600122,1,-0.015
600122,2,-0.1159
600122,3,-0.0983
600122,4,-0.0809
600122,5,-0.0728
600122,6,-0.0105
600122,7,-0.0379
600122,8,-0.0497
600122,9,-0.0386
600122,10,-0.0412
600122,11,0.0238
600122,12,0.0195
600122,13,-0.0076
600122,14,0.0128
600122,15,0.015
600122,16,0.0488
600122,17,-0.009
600122,18,0.0041
600122,19,-0.0207
600122,20,-0.0241
600123,0,1.0
600123,1,-0.0123
600123,2,-0.113
600123,3,-0.1238
600123,4,-0.0751
600123,5,-0.0117
600123,6,-0.0034
600123,7,-0.0216
600123,8,-0.0008
600123,9,-0.0166
600123,10,-0.0287
600123,11,-0.0102
600123,12,-0.0008
600123,13,-0.0279
600123,14,0.0106
600123,15,-0.0046
600123,16,0.0314
600123,17,-0.0253
600123,18,0.0005
600123,19,-0.0379
600123,20,-0.0329
600124,0,1.0
600124,1,-0.019
600124,2,-0.1395
600124,3,-0.1115
600124,4,-0.0894
600124,5,-0.0425
600124,6,-0.0427
600124,7,-0.0237
600124,8,-0.0222
600124,9,-0.0265
600124,10,-0.0167
600124,11,-0.0276
600124,12,0.0022
600124,13,0.0887
600124,14,-0.0137
600124,15,-0.0239
600124,16,0.0155
600124,17,0.0109
600124,18,0.0094
600124,19,-0.0267
600124,20,-0.0056
600125,0,1.0
600125,1,-0.0263
600125,2,-0.1753
600125,3,-0.098
600125,4,-0.0676
600125,5,-0.0544
600125,6,-0.0672
600125,7,0.0081
600125,8,0.0086
600125,9,-0.0279
600125,10,-0.0051
600125,11,0.0058
600125,12,0.0345
600125,13,-0.0243
600125,14,-0.0041
600125,15,0.0235
600125,16,-0.0114
600125,17,-0.0573
600125,18,-0.0003
600125,19,0.1155
600125,20,-0.0489
600126,0,1.0
600126,1,-0.0264
600126,2,-0.1694
600126,3,-0.1272
600126,4,-0.0756
600126,5,-0.0618
600126,6,-0.0442
600126,7,-0.0376
600126,8,0.0485
600126,9,0.0421
600126,10,-0.0226
600126,11,-0.0203
600126,12,-0.0538
600126,13,-0.0474
600126,14,0.035
600126,15,0.0712
600126,16,0.0408
600126,17,0.0283
600126,18,0.0241
600126,19,-0.0452
600126,20,-0.0727
600127,0,1.0
600127,1,-0.0202
600127,2,-0.1428
600127,3,-0.1144
600127,4,-0.0779
600127,5,-0.0267
600127,6,-0.0642
600127,7,-0.0048
600127,8,-0.0636
600127,9,-0.0158
600127,10,-0.0256
600127,11,-0.0119
600127,12,0.0446
600127,13,0.0177
600127,14,0.0422
600127,15,-0.0562
600127,16,-0.0361
600127,17,-0.0065
600127,18,0.0829
600127,19,0.0169
600127,20,-0.0274
